time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T,H
24.5,3481.5,996.5,1441.875,3430.75,2851,3122,270.125,3869.5,3795,3856.125,37.02,44.94
24.6,3481,997.875,1441.875,3428.25,2845.875,3118.75,270,3868.25,3794,3854.5,36.99,44.94
24.7,3480.5,999.25,1441.875,3425.75,2840.75,3115.625,270.125,3867,3792.75,3852.875,37,44.9
24.8,3479.875,1000.5,1441.875,3423.25,2835.5,3112.5,270.125,3865.75,3791.625,3851.125,37,44.93
24.9,3479.25,1001.875,1442,3420.625,2830.375,3109.25,270,3864.5,3790.5,3849.5,37,44.91
25.0,3478.5,1003.125,1442,3418.125,2825.125,3106,270.125,3863.25,3789.375,3847.75,37.03,44.93
25.1,3477.875,1004.375,1442,3415.5,2819.875,3102.75,270.25,3861.875,3788.125,3846.125,37.02,44.97
25.2,3477.125,1005.75,1442,3412.875,2814.625,3099.625,270.125,3860.625,3786.875,3844.5,37.03,44.89
25.3,3476.25,1007,1442,3410.125,2809.5,3096.375,270.25,3859.375,3785.75,3842.875,37.03,44.87
25.4,3475.5,1008.125,1442,3407.5,2804.25,3093.125,270.25,3858,3784.5,3841.25,37.03,44.84
25.5,3474.625,1009.375,1442,3404.875,2799,3089.75,270.375,3856.625,3783.25,3839.5,37,44.82
25.6,3473.75,1010.5,1442,3402.125,2793.75,3086.5,270.25,3855.25,3782,3837.75,37,44.85
25.7,3472.75,1011.75,1442.125,3399.375,2788.375,3083.25,270.125,3853.875,3780.75,3836,37.02,44.87
25.8,3471.875,1012.875,1442.125,3396.625,2783.125,3080,270.125,3852.5,3779.5,3834.25,37.02,44.82
25.9,3470.75,1013.875,1442.125,3393.875,2777.875,3076.875,270.125,3851.125,3778.25,3832.5,37.02,44.84
26.0,3469.75,1015,1442.125,3391.125,2772.625,3073.625,270.25,3849.75,3776.875,3830.625,37.02,44.8
26.1,3468.75,1016.125,1442.125,3388.25,2767.375,3070.375,270.25,3848.25,3775.625,3828.875,37.03,44.84
26.2,3467.625,1017.125,1442.125,3385.375,2762.125,3067.25,270.25,3846.75,3774.25,3826.875,37.02,44.8
26.3,3466.5,1018.375,1442.125,3382.625,2756.75,3064,270.25,3845.25,3772.875,3824.875,37.02,44.82
26.4,3465.375,1019.25,1442.125,3379.75,2751.5,3060.875,270.25,3843.875,3771.625,3823,37.02,44.8
26.5,3464.25,1020.375,1442.25,3376.75,2746.125,3057.625,270.25,3842.375,3770.125,3821,37,44.75
26.6,3463,1021.375,1442.25,3373.875,2740.875,3054.5,270.25,3840.75,3768.875,3819,37,44.74
26.7,3461.75,1022.375,1442.25,3371,2735.375,3051.25,270.375,3839.375,3767.5,3817,37.02,44.71
26.8,3460.5,1023.375,1442.25,3368,2730.125,3048.125,270.125,3837.75,3766.125,3815,37,44.76
26.9,3459.25,1024.375,1442.25,3365,2724.75,3045,270.25,3836.25,3764.75,3813,37.02,44.77
27.0,3457.875,1025.25,1442.25,3362.125,2719.25,3041.875,270.25,3834.75,3763.25,3810.875,37.02,44.72
27.1,3456.625,1026.125,1442.25,3359.125,2713.875,3038.75,270.125,3833.25,3761.875,3808.875,37.02,44.74
27.2,3455.25,1027,1442.25,3356,2708.5,3035.5,270.25,3831.625,3760.5,3806.75,37.02,44.66
27.3,3453.875,1027.875,1442.375,3353,2703,3032.375,270.25,3830,3759,3804.5,37.03,44.77
27.4,3452.5,1028.75,1442.375,3350,2697.5,3029.125,270.25,3828.5,3757.5,3802.375,37.03,44.66
27.5,3451,1029.625,1442.375,3346.875,2692.125,3026.125,270.125,3826.875,3756.125,3800.25,37,44.7
27.6,3449.625,1030.375,1442.5,3343.75,2686.625,3023,270.25,3825.25,3754.75,3798,37.02,44.65
27.7,3448.125,1031.25,1442.375,3340.625,2681.25,3019.875,270.25,3823.625,3753.25,3795.875,37,44.68
27.8,3446.625,1032.125,1442.375,3337.625,2675.875,3016.75,270.25,3822,3751.75,3793.75,37,44.68
27.9,3445.125,1032.875,1442.375,3334.5,2670.375,3013.625,270.125,3820.375,3750.25,3791.75,37.02,44.68
28.0,3443.625,1033.75,1442.5,3331.375,2665,3010.5,270.125,3818.75,3748.75,3789.625,37.02,44.62
28.1,3442,1034.5,1442.5,3328.25,2659.5,3007.375,270.125,3817,3747.375,3787.375,37.02,44.65
28.2,3440.5,1035.25,1442.5,3325.125,2654.125,3004.375,270,3815.375,3745.75,3785.25,37.03,44.59
28.3,3438.875,1035.875,1442.5,3322,2648.75,3001.25,270,3813.625,3744.375,3782.875,37.02,44.62
28.4,3437.375,1036.75,1442.625,3318.75,2643.5,2998.25,270.125,3812,3742.75,3780.5,37.02,44.6
28.5,3435.75,1037.375,1442.625,3315.625,2638.125,2995.25,270,3810.25,3741.25,3778,37.02,44.6
28.6,3434.125,1038,1442.625,3312.25,2632.75,2992.25,270.125,3808.5,3739.625,3775.625,37.03,44.56
28.7,3432.375,1038.75,1442.625,3309.125,2627.5,2989.25,270.125,3806.875,3738.125,3773.25,37.02,44.57
28.8,3430.75,1039.25,1442.625,3305.875,2622.25,2986.375,270,3805.125,3736.5,3770.875,37,44.57
28.9,3429,1040,1442.625,3302.625,2617,2983.375,269.875,3803.375,3734.875,3768.375,37.02,44.56
29.0,3427.375,1040.625,1442.625,3299.375,2611.875,2980.5,269.75,3801.625,3733.375,3766,37.02,44.54
29.1,3425.625,1041.25,1442.625,3296.125,2606.625,2977.625,269.875,3799.875,3731.75,3763.625,37.02,44.56
29.2,3424,1041.75,1442.625,3292.875,2601.375,2974.75,270,3798.125,3730.125,3761.125,37,44.51
29.3,3422.25,1042.25,1442.625,3289.625,2596.25,2971.875,269.875,3796.25,3728.375,3758.625,37.03,44.5
29.4,3420.5,1042.875,1442.625,3286.25,2591.125,2969,270.125,3794.5,3726.75,3756.25,37,44.51
29.5,3418.75,1043.375,1442.75,3283,2586,2966.125,269.875,3792.625,3725.25,3753.75,37.02,44.53
29.6,3416.875,1043.875,1442.625,3279.625,2580.875,2963.25,269.875,3790.875,3723.625,3751.25,37.02,44.5
29.7,3415.125,1044.5,1442.625,3276.25,2575.75,2960.5,269.75,3789,3721.875,3748.625,37,44.51
29.8,3413.375,1045,1442.625,3273,2570.75,2957.625,269.75,3787.25,3720.25,3746.125,37.05,44.5
29.9,3411.5,1045.375,1442.75,3269.625,2565.5,2954.875,269.75,3785.375,3718.625,3743.5,37.02,44.48
30.0,3409.625,1045.875,1442.75,3266.25,2560.375,2952.125,269.625,3783.5,3716.875,3740.875,37.02,44.43
